,ID,DOI,complete,csv_post_title,crossref_API_out,title,DOI_API,title_API,title_match,DOI_match
2005,1411,10.1093/jac/dku521,"Stoesser N, Sheppard AE, Shakya M, Sthapit B, Thorson S, Giess A et al. Dynamics of MDR enterobacter cloacae outbreaks in a neonatal unit in Nepal: insights using wider sampling frames and next-generation sequencing.   Apr;70(4):1008-15. doi: 10.1093/jac/dku521. Epub 2015 Jan 3.",Dynamics of MDR enterobacter cloacae outbreaks in a neonatal unit in Nepal: insights using wider sampling frames and next-generation sequencing,"{'title': ['Dynamics of MDR Enterobacter cloacae outbreaks in a neonatal unit in Nepal: insights using wider sampling frames and next-generation sequencing'], 'DOI': '10.1093/jac/dku521'}",['Dynamics of MDR Enterobacter cloacae outbreaks in a neonatal unit in Nepal: insights using wider sampling frames and next-generation sequencing'],10.1093/jac/dku521,Dynamics of MDR Enterobacter cloacae outbreaks in a neonatal unit in Nepal: insights using wider sampling frames and next-generation sequencing,True,True
2006,1491,10.1093/jac/dkv021,"Stoesser N, Xayaheuang S, Vongsouvath M, Phommasone K, Elliott I, Del Ojo Elias C, Crook DW, Newton PN, Buisson Y, Lee SJ, Dance DA. Colonization with Enterobacteriaceae producing ESBLs in children attending pre-school childcare facilities in the Lao People' s Democratic Republic.   Jun;70(6):1893-7. doi: 10.1093/jac/dkv021. Epub 2015 Feb 12..",Colonization with Enterobacteriaceae producing ESBLs in children attending pre-school childcare facilities in the Lao People's Democratic Republic,"{'title': [""Colonization with Enterobacteriaceae producing ESBLs in children attending pre-school childcare facilities in the Lao People's Democratic Republic""], 'DOI': '10.1093/jac/dkv021'}","[""Colonization with Enterobacteriaceae producing ESBLs in children attending pre-school childcare facilities in the Lao People's Democratic Republic""]",10.1093/jac/dkv021,Colonization with Enterobacteriaceae producing ESBLs in children attending pre-school childcare facilities in the Lao People's Democratic Republic,True,True
2007,510,10.1093/cid/cit089,"Stoesser NE, Martin J, Mawer D, Eyre DW, Walker AS, Peto TE, Crook DW, Wilcox MH. Risk factors for Clostridium difficile acquisition in infants: importance of study design.   Jun;56(11). doi: 10.1093/cid/cit089. Epub 2013 Feb 26.",Risk factors for Clostridium difficile acquisition in infants: importance of study design,"{'title': ['Risk Factors for Clostridium difficile Acquisition in Infants: Importance of Study Design'], 'DOI': '10.1093/cid/cit089'}",['Risk Factors for Clostridium difficile Acquisition in Infants: Importance of Study Design'],10.1093/cid/cit089,Risk Factors for Clostridium difficile Acquisition in Infants: Importance of Study Design,True,True
2008,2308,,"Stoesser, Nicole, et al. ""Complete Sequencing of Plasmids Containing blaOXA-163 and blaOXA-48 in Escherichia coli Sequence Type 131."" Antimicrobial agents and chemotherapy60.11 (2016): 6948-6951",Complete Sequencing of Plasmids Containing blaOXA-163 and blaOXA-48 in Escherichia coli Sequence Type 131,"{'title': ['Complete Sequencing of Plasmids ContainingblaOXA-163andblaOXA-48in Escherichia coli Sequence Type 131'], 'DOI': '10.1128/aac.01130-16'}",['Complete Sequencing of Plasmids ContainingblaOXA-163andblaOXA-48in Escherichia coli Sequence Type 131'],10.1128/aac.01130-16,Complete Sequencing of Plasmids ContainingblaOXA-163andblaOXA-48in Escherichia coli Sequence Type 131,False,False
2009,398,,"Stokes MG, Kusunoki M, Sigala N, Nili H, Gaffan D, Duncan J. Dynamic coding for cognitive control in prefrontal cortex.   Apr;78:364-375.",Dynamic coding for cognitive control in prefrontal cortex,"{'title': ['Dynamic Coding for Cognitive Control in Prefrontal Cortex'], 'DOI': '10.1016/j.neuron.2013.01.039'}",['Dynamic Coding for Cognitive Control in Prefrontal Cortex'],10.1016/j.neuron.2013.01.039,Dynamic Coding for Cognitive Control in Prefrontal Cortex,True,False
2010,1997,,"Stoll VM, Clarke WT, Levelt E, Liu A, Myerson SG, Robson MD et al. Dilated cardiomyopathy: phosphorus 31 MR spectroscopy at 7 T.   Jun:152629. [Epub ahead of print].",Dilated cardiomyopathy: phosphorus 31 MR spectroscopy at 7 T,"{'title': ['Dilated Cardiomyopathy: Phosphorus 31 MR Spectroscopy at 7 T'], 'DOI': '10.1148/radiol.2016152629'}",['Dilated Cardiomyopathy: Phosphorus 31 MR Spectroscopy at 7 T'],10.1148/radiol.2016152629,Dilated Cardiomyopathy: Phosphorus 31 MR Spectroscopy at 7 T,True,False
2011,2290,,"Stone GW, Sabik JF, Serruys PW, Simonton CA, Genereux P, Puskas J et al. Everolimus-Eluting Stents or Bypass Surgery for Left Main Coronary Artery Disease.   Dec 8;375(23):2223-2235. Epub 2016 Oct 31.",Everolimus-Eluting Stents or Bypass Surgery for Left Main Coronary Artery Disease,"{'title': ['Revascularization in Patients With Multivessel Coronary Artery Disease and Severe Left Ventricular Systolic Dysfunction'], 'DOI': '10.1161/circulationaha.115.021168'}",['Revascularization in Patients With Multivessel Coronary Artery Disease and Severe Left Ventricular Systolic Dysfunction'],10.1161/circulationaha.115.021168,Revascularization in Patients With Multivessel Coronary Artery Disease and Severe Left Ventricular Systolic Dysfunction,False,False
2012,1328,,"Stradling JR, Craig SE, Kohler M, Nicoll D, Ayers L, Nunn AJ, Bratton DJ. Markers of inflammation: data from the MOSAIC randomised trial of CPAP for minimally symptomatic OSA.   Feb;70(2):181-2.",Markers of inflammation: data from the MOSAIC randomised trial of CPAP for minimally symptomatic OSA,"{'title': ['Markers of inflammation: data from the MOSAIC randomised trial of CPAP for minimally symptomatic OSA: Table\xa01'], 'DOI': '10.1136/thoraxjnl-2014-205958'}",['Markers of inflammation: data from the MOSAIC randomised trial of CPAP for minimally symptomatic OSA: Table\xa01'],10.1136/thoraxjnl-2014-205958,Markers of inflammation: data from the MOSAIC randomised trial of CPAP for minimally symptomatic OSA: Table 1,False,False
2013,1450,10.1183/09031936.00023215,"Stradling JR, Schwarz EI, Schlatzer C, Manuel AR, Lee R, Antoniades C, Kohler M.. Biomarkers of oxidative stress following continuous positive airway pressure withdrawal: data from two randomised trials.   May. pii: ERJ-00232-2015. doi: 10.1183/09031936.00023215. Epub ahead of print.",Biomarkers of oxidative stress following continuous positive airway pressure withdrawal: data from two randomised trials,"{'title': ['Biomarkers of oxidative stress following continuous positive airway pressure withdrawal: data from two randomised trials'], 'DOI': '10.1183/09031936.00023215'}",['Biomarkers of oxidative stress following continuous positive airway pressure withdrawal: data from two randomised trials'],10.1183/09031936.00023215,Biomarkers of oxidative stress following continuous positive airway pressure withdrawal: data from two randomised trials,True,True
2014,1784,10.3399/bjgp16X683785,Stradling JR. Obstructive sleep apnoea: is it moving into primary care?.   Feb;66(643):e149-e151. doi:10.3399/bjgp16X683785.,Obstructive sleep apnoea: is it moving into primary care?,"{'title': ['Management of obstructive sleep apnoea syndrome'], 'DOI': '10.1002/psb.1488'}",['Management of obstructive sleep apnoea syndrome'],10.1002/psb.1488,Management of obstructive sleep apnoea syndrome,False,False
2015,1517,10.1159/000370112,"Stranks AJ, Hansen AL, Panse I, Mortensen M, Ferguson DJ, Puleston DJ, Shenderov K, Watson AS, Veldhoen M, Phadwal K, Cerundolo V, Simon AK.. Autophagy controls acquisition of aging features in macrophages.   Jun;7(4):375-91.  doi: 10.1159/000370112. Epub 2015 Mar 10..",Autophagy controls acquisition of aging features in macrophages,"{'title': ['Autophagy Controls Acquisition of Aging Features in Macrophages'], 'DOI': '10.1159/000370112'}",['Autophagy Controls Acquisition of Aging Features in Macrophages'],10.1159/000370112,Autophagy Controls Acquisition of Aging Features in Macrophages,True,True
2016,1346,10.1016/j.cpr.2014.11.002,"Stratford HJ, Cooper MJ, Di Simplicio M, Blackwell SE, Holmes EA. Psychological therapy for anxiety in bipolar spectrum disorders: a systematic review.   Feb;35:19-34. doi: 10.1016/j.cpr.2014.11.002. Epub 2014 Nov 8.",Psychological therapy for anxiety in bipolar spectrum disorders: a systematic review,"{'title': ['A Systematic Review of Videoconference-Delivered Psychological Treatment for Anxiety Disorders'], 'DOI': '10.1111/ap.12122'}",['A Systematic Review of Videoconference-Delivered Psychological Treatment for Anxiety Disorders'],10.1111/ap.12122,A Systematic Review of Videoconference-Delivered Psychological Treatment for Anxiety Disorders,False,False
2017,174,10.1038/ng.2408,"Su Z, Gay LJ, Strange A, Palles C, Band G, Whiteman DC, Lescai F, Langford C, Nanji M, Edkins S, van der Winkel A, Levine D, Sasieni P, Bellenguez C, Howarth K, Freeman C, Trudgill N, Tucker AT, Pirinen M, Peppelenbosch MP, van der Laan LJ, Kuipers EJ, Drenth JP, Peters WH, Reynolds JV, Kelleher DP, McManus R, Grabsch H, Prenen H, Bisschops R, Krishnadath K, Siersema PD, van Baal JW, Middleton M, Petty R, Gillies R, Burch N, Bhandari P, Paterson S, Edwards C, Penman I, Vaidya K, Ang Y, Murray I, Patel P, Ye W, Mullins P, Wu AH, Bird NC, Dallal H, Shaheen NJ, Murray LJ, Koss K, Bernstein L, Romero Y, Hardie LJ, Zhang R, Winter H, Corley DA, Panter S, Risch HA, Reid BJ, Sargeant I, Gammon MD, Smart H, Dhar A, McMurtry H, Ali H, Liu G, Casson AG, Chow WH, Rutter M, Tawil A, Morris D, Nwokolo C, Isaacs P, Rodgers C, Ragunath K, Macdonald C, Haigh C, Monk D, Davies G, Wajed S, Johnston D, Gibbons M, Cullen S, Church N, Langley R, Griffin M, Alderson D, Deloukas P, Hunt SE, Gray E, Dronov S, Potter SC, Tashakkori-Ghanbaria A, Anderson M, Brooks C, Blackwell JM, Bramon E, Brown MA, Casas JP, Corvin A, Duncanson A, Markus HS, Mathew CG, Palmer CN, Plomin R, Rautanen A, Sawcer SJ, Trembath RC, Viswanathan AC, Wood N, Trynka G, Wijmenga C, Cazier JB, Atherfold P, Nicholson AM, Gellatly NL, Glancy D, Cooper SC, Cunningham D, Lind T, Hapeshi J, Ferry D, Rathbone B, Brown J, Love S, Attwood S, Macgregor S, Watson P, Sanders S, Ek W, Harrison RF, Moayyedi P, de Caestecker J, Barr H, Stupka E, Vaughan TL, Peltonen L, Spencer CC, Tomlinson I, Donnelly P, Jankowski JA . Common variants at the MHC locus and at chromosome 16q24.1 predispose to Barrett' s esophagus.   Oct;44(10):1131-6. Nat Genet. Author manuscript; available in PMC 2013 Apr 1. doi: 10.1038/ng.2408",Common variants at the MHC locus and at chromosome 16q24.1 predispose to Barrett's esophagus,"{'title': [""Common variants at the MHC locus and at chromosome 16q24.1 predispose to Barrett's esophagus""], 'DOI': '10.1038/ng.2408'}","[""Common variants at the MHC locus and at chromosome 16q24.1 predispose to Barrett's esophagus""]",10.1038/ng.2408,Common variants at the MHC locus and at chromosome 16q24.1 predispose to Barrett's esophagus,True,True
2018,1721,10.1002/eji.201545869,"Subramaniam S, Aslam A, Misbah SA, Salio M, Cerundolo V, Moody DB4, Ogg G.. Elevated and cross-responsive CD1a-reactive T cells in bee and wasp venom allergic individuals.   Jan;46(1):242-52. doi: 10.1002/eji.201545869. Epub 2015 Nov 17.",Elevated and cross-responsive CD1a-reactive T cells in bee and wasp venom allergic individuals,"{'title': ['Elevated and cross-responsive CD1a-reactive T cells in bee and wasp venom allergic individuals'], 'DOI': '10.1002/eji.201545869'}",['Elevated and cross-responsive CD1a-reactive T cells in bee and wasp venom allergic individuals'],10.1002/eji.201545869,Elevated and cross-responsive CD1a-reactive T cells in bee and wasp venom allergic individuals,True,True
2019,250,,"Suchanek O, Sadler R, Bateman EA, Patel SY, Ferry BL. Immunophenotyping of putative human B1 B cells in healthy.   Dec.",Immunophenotyping of putative human B1 B cells in healthy,"{'title': ['Immunophenotyping of putative human B1 B cells in healthy controls and common variable immunodeficiency (CVID) patients'], 'DOI': '10.1111/j.1365-2249.2012.04656.x'}",['Immunophenotyping of putative human B1 B cells in healthy controls and common variable immunodeficiency (CVID) patients'],10.1111/j.1365-2249.2012.04656.x,Immunophenotyping of putative human B1 B cells in healthy controls and common variable immunodeficiency (CVID) patients,False,False
2020,1350,10.7326/M14-0773,"SundstrÃ•_m J, Arima H, Jackson R, Turnbull F, Rahimi K, Chalmers J, Woodward M, Neal B, on behalf of the Blood Pressure Lowering Treatment Trialists' Collaboration*. Effects of blood pressure reduction in mild hypertension: a systematic review and meta-analysis.   Feb 3;162(3):184-91. doi: 10.7326/M14-0773.",Effects of blood pressure reduction in mild hypertension: a systematic review and meta-analysis,"{'title': ['Effects of Blood Pressure Reduction in Mild Hypertension'], 'DOI': '10.7326/m14-0773'}",['Effects of Blood Pressure Reduction in Mild Hypertension'],10.7326/m14-0773,Effects of Blood Pressure Reduction in Mild Hypertension,False,True
2021,2079,10.1038/ng.3300,Surakka I et al. The impact of low-frequency and rare variants on lipid levels.   May 12;47(6):589-97. doi: 10.1038/ng.3300.,The impact of low-frequency and rare variants on lipid levels,"{'title': ['The impact of low-frequency and rare variants on lipid levels'], 'DOI': '10.1038/ng.3300'}",['The impact of low-frequency and rare variants on lipid levels'],10.1038/ng.3300,The impact of low-frequency and rare variants on lipid levels,True,True
2022,1407,10.1111/bju.12796,"Surcel CI, Sooriakumaran P, Briganti A, De Visschere PJ, FÃ•_tterer JJ, Ghadjar P, Isbarn H, Ost P, Ploussard G, van den Bergh RC, van Oort IM, Yossepowitch O, Sedelaar JP, Giannarini G; Members of Prostate Cancer Working Group of Young Academic Urologists Working Party; Members of Young Urologists Office of European Association of Urology. Preferences in the management of high-risk prostate cancer among urologists in Europe: results of a web-based survey.   Apr;115(4):571-9. doi: 10.1111/bju.12796. Epub 2014 Aug 11..",Preferences in the management of high-risk prostate cancer among urologists in Europe: results of a web-based survey,"{'title': ['Preferences in the management of high-risk prostate cancer among urologists in Europe: results of a web-based survey'], 'DOI': '10.1111/bju.12796'}",['Preferences in the management of high-risk prostate cancer among urologists in Europe: results of a web-based survey'],10.1111/bju.12796,Preferences in the management of high-risk prostate cancer among urologists in Europe: results of a web-based survey,True,True
