,ID,DOI,complete,csv_post_title,crossref_API_out
2265,2193,,"Wijesurendra RS, Liu A, Eichhorn C, Ariga R, Levelt E, Clarke WT et al. Lone Atrial Fibrillation Is Associated With Impaired Left Ventricular Energetics That Persists Despite Successful Catheter Ablation.   Oct;134(15):1068-1081. Epub 2016 Sep 14.",Lone Atrial Fibrillation Is Associated With Impaired Left Ventricular Energetics That Persists Despite Successful Catheter Ablation,"{'title': ['Lone Atrial Fibrillation Is Associated With Impaired Left Ventricular Energetics That Persists Despite Successful Catheter Ablation'], 'DOI': '10.1161/circulationaha.116.022931'}"
2266,1597,10.1098/rstb.2014.0290,"Wikramaratna PS, LourenÃ•_o J, Klenerman P, Pybus OG, Gupta S.. Effects of neutralizing antibodies on escape from CD8+ T-cell responses in HIV-1 infection.   Aug 19;19(370). pii: 20140290. doi: 10.1098/rstb.2014.0290..",Effects of neutralizing antibodies on escape from CD8+ T-cell responses in HIV-1 infection,"{'title': ['Effects of neutralizing antibodies on escape from CD8\n            +\n            T-cell responses in HIV-1 infection'], 'DOI': '10.1098/rstb.2014.0290'}"
2267,2228,10.1371/journal.pone.0164174,"Wildegger T, Humphreys G, Nobre AC. Retrospective attention Interacts with stimulus strength to shape working memory performance.   Oct 5;11(10):e0164174. doi: 10.1371/journal.pone.0164174.",Retrospective attention Interacts with stimulus strength to shape working memory performance,"{'title': ['Retrospective Attention Interacts with Stimulus Strength to Shape Working Memory Performance'], 'DOI': '10.1371/journal.pone.0164174'}"
2268,1499,10.1037/xhp0000052,"Wildegger T, Myers NE, Humphreys G, Nobre AC. Supraliminal but not subliminal distracters bias working memory recall.   Jun;41(3):826-39. doi: 10.1037/xhp0000052. Epub 2015 Apr 13..",Supraliminal but not subliminal distracters bias working memory recall,"{'title': ['Supraliminal but not subliminal distracters bias working memory recall.'], 'DOI': '10.1037/xhp0000052'}"
2269,724,10.1037/a0033247,"Williams AD, Blackwell SE, Homes EA, Andrews G. Combining imagination and reason in the treatment of depression: a randomized controlled trial of internet-based cognitive-bias modification and internet-CBT for depression.   Oct 81;5:793-799. DOI: 10.1037/a0033247.",Combining imagination and reason in the treatment of depression: a randomized controlled trial of internet-based cognitive-bias modification and internet-CBT for depression,"{'title': ['Combining imagination and reason in the treatment of depression: A randomized controlled trial of internet-based cognitive-bias modification and internet-CBT for depression.'], 'DOI': '10.1037/a0033247'}"
2270,1953,10.1016/j.jad.2015.02.026,"Williams AD, O'Moore K, Blackwell SE, Smith J, Holmes EA, Andrews G. Positive imagery cognitive bias modification (CBM) and internet-based cognitive behavioral therapy (iCBT): a randomized controlled trial.   Jun;178:131-41. doi: 10.1016/j.jad.2015.02.026. Epub 2015 Mar 5..",Positive imagery cognitive bias modification (CBM) and internet-based cognitive behavioral therapy (iCBT): a randomized controlled trial,"{'title': ['Positive imagery cognitive bias modification (CBM) and internet-based cognitive behavioral therapy (iCBT): A randomized controlled trial'], 'DOI': '10.1016/j.jad.2015.02.026'}"
2271,1889,10.1016/S0140-6736(15)00257-3,"Williams B, MacDonald TM, Morant S, Webb DJ, Sever P, McInnes G, Ford I, Cruickshank JK, Caulfield MJ, Salsbury J, Mackenzie I, Padmanabhan S, Brown MJ, British Hypertension Society's PATHWAY Studies Group.. Spironolactone versus placebo, bisoprolol, and doxazosin to determine the optimal treatment for drug-resistant hypertension (PATHWAY-2): a randomised, double-blind, crossover trial..   Nov;386(10008):2059-68. doi: 10.1016/S0140-6736(15)00257-3. Epub 2015 Sep 20..","Spironolactone versus placebo, bisoprolol, and doxazosin to determine the optimal treatment for drug-resistant hypertension (PATHWAY-2): a randomised, double-blind, crossover trial.","{'title': ['Spironolactone versus placebo, bisoprolol, and doxazosin to determine the optimal treatment for drug-resistant hypertension (PATHWAY-2): a randomised, double-blind, crossover trial'], 'DOI': '10.1016/s0140-6736(15)00257-3'}"
2272,289,10.1002/ana.23838,"Williams FM, Carter AM, Hysi PG, Surdulescu G, Hodgkiss D, Soranzo N, Traylor M, Bevan S, Dichgans M, Rothwell PM, Sudlow C, Farrall M, Silander K, Kaunisto M, Wagner P, Saarela O, Kuulasmaa K, Virtamo J, Salomaa V, Amouyel P, Arveiler D, Ferrieres J, Wiklund PG, Arfan Ikram M, Hofman A, Boncoraglio GB, Parati EA, Helgadottir A, Gretarsdottir S, Thorsteinsdottir U, Thorleifsson G, Stefansson K, Seshadri S, Destefano A, Gschwendtner A, Psaty B, Longstreth W, Mitchell BD, Cheng YC, Clarke R, Ferrario M, Bis JC, Levi C, Attia J, Holliday EG, Scott RJ, Fornage M, Sharma P, Furie KL, Rosand J, Nalls M, Meschia J, Mosely TH, Evans A, Palotie A, Markus HS, Grant PJ, Spector TD. Ischemic stroke is associated with the ABO locus: the EuroCLOT study.   Jan;73(1):16-31. EuroCLOT Investigators the Wellcome Trust Case Control Consortium 2 MOnica Risk, Genetics, Archiving and Monograph MetaStroke and the International Stroke Genetics Consortium.",Ischemic stroke is associated with the ABO locus: the EuroCLOT study,"{'title': ['Erratum: Ischemic stroke is associated with the ABO locus: The EuroCLOT study'], 'DOI': '10.1002/ana.24105'}"
2273,1341,10.1111/apa.12848,"Williams G, Fabrizi L, Meek J, Jackson D, Tracey I, Robertson N, Slater R, Fitzgerald M. Functional magnetic resonance imaging can be used to explore tactile and nociceptive processing in the infant brain.   Feb;104(2):158-66. doi: 10.1111/apa.12848. Epub 2014 Dec 1.",Functional magnetic resonance imaging can be used to explore tactile and nociceptive processing in the infant brain,"{'title': ['Functional magnetic resonance imaging can be used to explore tactile and nociceptive processing in the infant brain'], 'DOI': '10.1111/apa.12848'}"
2274,562,10.2147/IJN.S44013,"Williams JP, Southern P, Lissina A, Christian HC, Sewell AK, Phillips R, Pankhurst Q, Frater J. Application of magnetic field hyperthermia and superparamagnetic iron oxide nanoparticles to HIV-1-specific T-cell cytotoxicity.  doi: 10.2147/IJN.S44013. Epub 2013 Jul 23  Jul;8:2543-54.",Application of magnetic field hyperthermia and superparamagnetic iron oxide nanoparticles to HIV-1-specific T-cell cytotoxicity,"{'title': ['Application of magnetic field hyperthermia and superparamagnetic iron oxide nanoparticles to HIV-1-specific T-cell cytotoxicity'], 'DOI': '10.2147/ijn.s44013'}"
2275,1873,10.1016/j.jacc.2016.02.026,"Williams MC, Hunter A, Shah AS, Assi V, Lewis S, Smith J, Berry C, Boon NA, Clark E, Flather M, Forbes J, McLean S, Roditi G, van Beek EJ, Timmis AD, Newby DE, SCOT-HEART Investigators;. Use of Coronary Computed Tomographic Angiography to Guide Management of Patients With Coronary Disease..   Apr;67(15):1759-68. doi: 10.1016/j.jacc.2016.02.026..",Use of Coronary Computed Tomographic Angiography to Guide Management of Patients With Coronary Disease.,"{'title': ['Gone Fishing!: On the “Real-World” Accuracy of Computed Tomographic Coronary Angiography'], 'DOI': '10.1001/archinternmed.2011.75'}"
2276,935,10.1111/jvh.12141,"Williams SK, Donaldson E, Van der Kleij T, Dixon L, Fisher M, Tibble J, Gilleece Y, Klenerman P, Banham AH, Howard M, Webster DP.. Quantification of hepatic FOXP3+ T-lymphocytes in HIV/hepatitis C coinfection.   Apr;21(4):251-9. doi: 10.1111/jvh.12141. Epub 2013 Aug 15..",Quantification of hepatic FOXP3+ T-lymphocytes in HIV/hepatitis C coinfection,"{'title': ['Quantification of hepatic FOXP3+ T-lymphocytes in HIV/hepatitis C coinfection'], 'DOI': '10.1111/jvh.12141'}"
2277,1156,10.1038/npjpcrm.2014.62,"Williams V, Hardinge M, Ryan S, Farmer A. Patients'  experience of identifying and managing exacerbations in COPD: a qualitative study.   Sep 18;24:14062. doi: 10.1038/npjpcrm.2014.62.",Patients' experience of identifying and managing exacerbations in COPD: a qualitative study,"{'title': ['Patients’ experience of identifying and managing exacerbations in COPD: a qualitative study'], 'DOI': '10.1038/npjpcrm.2014.62'}"
2278,1057,10.3399/bjgp14X680473,"Williams V, Price J, Hardinge M, Tarassenko L, Farmer A. Using a mobile health application to support self-management in COPD: a qualitative study.   Jul;64(624):e392-400. doi: 10.3399/bjgp14X680473.",Using a mobile health application to support self-management in COPD: a qualitative study,"{'title': ['Using a mobile health application to support self-management in COPD: a qualitative study'], 'DOI': '10.3399/bjgp14x680473'}"
2279,1977,10.1161/HYPERTENSIONAHA.116.07431,"Williamson W, Foster C, Reid H, Kelly P, Lewandowski AJ, Boardman H et al. Will exercise advice be sufficient for treatment of young adults with prehypertension and hypertension? A systematic review and meta-analysis.   Jul;68(1):78-87. doi: 10.1161/HYPERTENSIONAHA.116.07431. Epub 2016 May 23.",Will exercise advice be sufficient for treatment of young adults with prehypertension and hypertension? A systematic review and meta-analysis,"{'title': ['Will Exercise Advice Be Sufficient for Treatment of Young Adults With Prehypertension and Hypertension? A Systematic Review and Meta-Analysis'], 'DOI': '10.1161/hypertensionaha.116.07431'}"
2280,1698,10.2217/epi.15.93,"Wills QF, Higgs DR, Mead AJ. Studying epigenomics in single cells: what is feasible and what can we learn?.   Dec;7(8):1231-4. doi: 10.2217/epi.15.93. Epub 2015 Dec 8.",Studying epigenomics in single cells: what is feasible and what can we learn?,"{'title': ['What Lessons Can We Learn?'], 'DOI': '10.1111/j.1467-9752.2012.00882.x'}"
2281,1511,,"Wills QF, Mead AJ. Application of single cell genomics in cancer: promise and challenges.   Oct 15;24(R1):R74-84..  Epub 2015 Jun 25.",Application of single cell genomics in cancer: promise and challenges,"{'title': ['Application of single-cell genomics in cancer: promise and challenges'], 'DOI': '10.1093/hmg/ddv235'}"
2282,142,10.1371/journal.ppat.1002874,Wilson DJ. Insights from genomics into bacterial pathogen populations.   Sep;8(9):e1002874. doi: 10.1371/journal.ppat.1002874. Epub 2012 Sep 6.,Insights from genomics into bacterial pathogen populations,"{'title': ['Insights into molecular evolution from yeast genomics'], 'DOI': '10.1002/yea.3018'}"
2283,1009,10.1186/1748-717X-9-146,"Wilson JM, Mukherjee S, Chu KY, Brunner TB, Partridge M, Hawkins M. Challenges in using 18_F-fluorodeoxyglucose-PET-CT to define a biological radiotherapy boost volume in locally advanced pancreatic cancer.   Jun;9. doi: 10.1186/1748-717X-9-146.",Challenges in using 18_F-fluorodeoxyglucose-PET-CT to define a biological radiotherapy boost volume in locally advanced pancreatic cancer,None
2284,2344,10.1038/bjc.2017.36,"Wilson RH, Evans TJ, Middleton MR, Molife LR, Spicer J, Dieras V, et al. A phase I study of intravenous and oral rucaparib in combination with chemotherapy in patients with advanced solid tumours. Br J Cancer. 2017;116(7):884-92.
",A phase I study of intravenous and oral rucaparib in combination with chemotherapy in patients with advanced solid tumours. ,None
2285,394,10.1136/emermed-2011-200499,"Wilson SJ, Wong D, Clifton DA et al. Track and trigger in an emergency department: an observational evaluation study.   Mar 22;30:186-191. doi.10.1136/emermed-2011-200499.",Track and trigger in an emergency department: an observational evaluation study,None
2286,1068,,"Wilson SJ, Wong D, Pullinger RM, Way R, Clifton DA, Tarassenko L. Analysis of a data-fusion system for continuous vital sign monitoring in an emergency department.   Jul 9. Epub ahead of print.",Analysis of a data-fusion system for continuous vital sign monitoring in an emergency department,None
2287,2293,,"Wilson, D., Charidimou, A., Ambler, G., Fox, Z. V., Gregoire, S., Rayson, P., ... & Veltkamp, R. (2016). Recurrent stroke risk and cerebral microbleed burden in ischemic stroke and TIA A meta-analysis. Neurology, 87(14), 1501-1510.",Recurrent stroke risk and cerebral microbleed burden in ischemic stroke and TIA: A meta-analysis,None
2288,1669,10.1371/journal.pgen.1005378,"Winkler TW, Justice AE, Graff M, Barata L, Feitosa MF, Chu S et al. The influence of age and sex on genetic associations with adult body size and shape: A large-scale genome-wide interaction study.   Oct;11(10):e1005378. doi: 10.1371/journal.pgen.1005378. eCollection 2015.",The influence of age and sex on genetic associations with adult body size and shape: A large-scale genome-wide interaction study,None
2289,2194,10.1186/s12872-016-0355-7,"Wolfrum M, Fahrni G, de Maria GL, Knapp G, Curzen N, Kharbanda RK et al. Impact of impaired fractional flow reserve after coronary interventions on outcomes: a systematic review and meta-analysis.   Sep;16(1):177. doi: 10.1186/s12872-016-0355-7.",Impact of impaired fractional flow reserve after coronary interventions on outcomes: a systematic review and meta-analysis,None
2290,1021,,"Woll PS, KjÃ•_llquist U, Chowdhury O, Doolittle H, Wedge DC, Thongjuea S, Erlandsson R, Ngara M, Anderson K, Deng Q, Mead AJ, Stenson L, Giustacchini A, Duarte S, Giannoulatou E, Taylor S, Karimi M, Scharenberg C, Mortera-Blanco T, Macaulay IC, Clark SA, Dybedal I, Josefsen D, Fenaux P, Hokland P, Holm MS, Cazzola M, Malcovati L, Tauro S, Bowen D, Boultwood J, Pellagatti A, Pimanda JE, Unnikrishnan A, Vyas P, GÃ•_hring G, Schlegelberger B, Tobiasson M, Kvalheim G, Constantinescu SN, Nerlov C, Nilsson L, Campbell PJ, Sandberg R, Papaemmanuil E, HellstrÃ•_m-Lindberg E, Linnarsson S, Jacobsen SE. Myelodysplastic syndromes are propagated by rare and distinct human cancer stem cells in vivo.   Jun;25(6):794-808.",Myelodysplastic syndromes are propagated by rare and distinct human cancer stem cells in vivo,None
2291,1405,10.1111/ijs.12484,"Wolters FJ, Paul NL, Li L, Rothwell PM, Oxford Vascular Study.. Sustained impact of UK FAST-test public education on response to stroke: a population-based time-series study.   Oct;10(7):1108-14. doi: 10.1111/ijs.12484. Epub 2015 Apr 8..",Sustained impact of UK FAST-test public education on response to stroke: a population-based time-series study,None
2292,1567,10.1186/s12911-015-0186-y,"Wong D, Bonnici T, Knight J, Morgan L, Coombes P, Watkinson P. SEND: a system for electronic notification and documentation of vital sign observations.   Aug;13(15):68. doi: 10.1186/s12911-015-0186-y.",SEND: a system for electronic notification and documentation of vital sign observations,None
2293,423,10.1111/cei.12039,"Wong GK, Goldacker S, Winterhalter C, Grimbacher B, Chapel H, Lucas M, Alecsandru D, McEwen D, Quinti I, Martini H, Milito C, Schmidt RE, Ernst D, Espanol T, Vidaller A, Carbone J, Fernandez-Cruz E, Lougaris V, Plebani A, Kutukculer N, Gonzalez-Granado LI, Contreras R, Kiani-Alikhan S, Ibrahim MA, Litzman J, Jones A, Gaspar HB, Hammarstrom L, Baumann U, Warnatz K, Huissoon AP; Clinical Working Party of the European Society for Immunodeficiencies (ESID). Outcomes of splenectomy in patients with common variable immunodeficiency (CVID): a survey of 45 patients.   Apr;172(1):63-72. doi: 10.1111/cei.12039.",Outcomes of splenectomy in patients with common variable immunodeficiency (CVID): a survey of 45 patients,None
2294,2274,10.1097/mcc.0000000000000354,"Wong H, Curry N, Stanworth SJ. Blood products and procoagulants in traumatic bleeding: use and evidence.   Dec;22(6):598-606. doi: 10.1097/MCC.00000000000000354.",Blood products and procoagulants in traumatic bleeding: use and evidence,None
2295,261,,"Wong H, Hatton C. Lymphadenopathy.   Jan;74(1):C5-7.",Lymphadenopathy,None
2296,1763,10.1161/CIRCEP.114.002504,"Wong KC, Paisey JR, Sopher M, Balasubramaniam R, Jones M, Qureshi N et al. No Benefit of Complex Fractionated Atrial Electrogram Ablation in Addition to Circumferential Pulmonary Vein Ablation and Linear Ablation: Benefit of Complex Ablation Study.   Dec;8(6):1316-24.  doi: 10.1161/CIRCEP.114.002504. Epub 2015 Aug 17.",No Benefit of Complex Fractionated Atrial Electrogram Ablation in Addition to Circumferential Pulmonary Vein Ablation and Linear Ablation: Benefit of Complex Ablation Study,None
